debt_to_income_ratio,credit_score,Defaulted
7.520214586057981,14.611884077692862,0
15.129782143085468,4.930069358855324,1
8.88053542514733,14.964281360953846,0
7.59471012191473,13.827473445727827,0
6.332894224251125,14.83754788019645,0
6.925556410205262,14.292746053027487,0
14.331026991320089,4.9708687952876245,1
14.889938205765164,4.523087841831583,1
12.728286355990098,7.501739369493211,1
14.206719437245203,8.36436544797783,1
14.010454516692374,7.560419157414234,1
7.784762262277717,13.405954317752968,0
15.353584046226445,7.997268354477101,1
14.820381522400393,7.411122886900202,1
7.209818327279247,13.733321779859306,0
14.118483363309323,6.6021631357783646,1
5.435040942038197,15.63893297719682,0
7.4478111300153085,15.89185851517513,0
6.5206100534754246,13.41217767589688,0
8.790463868757582,15.278848590640209,0
7.468586613756382,13.667895761494158,0
8.344740230653917,12.66471561799288,0
17.711980282150655,6.857897804271152,1
14.333906175323076,8.777961270239958,1
15.155420699187204,7.222394908536465,1
8.195030889507574,16.6428328791703,0
15.42511762385297,6.906468078848185,1
8.63131098277051,13.32200174140344,0
7.467982927464023,12.811250890632952,0
14.986881208917485,9.919529851833804,1
13.992167219856867,6.039204013457956,1
7.187720595275458,12.516946309840504,0
7.166952454595204,12.839769669259557,0
12.7719805578364,6.459431490781637,1
16.518507671309308,6.894269370653147,1
13.091925756538837,5.419075157464393,1
13.858177231890764,6.3925066830755455,1
9.249580899653116,13.74335456761448,0
15.348664633058872,8.303613980640222,1
13.890096542993287,7.004478944193733,1
8.892140850939018,14.31959114015978,0
5.563066792638163,14.258442491238991,0
16.146786186916326,5.899640921277327,1
15.648651095014571,6.190020908777862,1
13.691309489693728,7.538931712503927,1
14.61065332551492,9.543894114274968,1
5.420900977931611,13.339541093109156,0
6.783564668614195,15.033808644623551,0
6.474649915265164,12.196469458575288,0
7.4115066185704706,12.561066688483375,0
13.979512651613597,6.16722164241507,1
7.846146709424741,14.32755245481419,0
7.883115225464245,13.751365493627686,0
15.762692908005054,8.499035797933722,1
11.458715066156486,8.282977906247686,1
14.875704239869863,7.823974193046946,1
7.92476560700441,13.240142422672172,0
7.930720272263468,12.886430384605497,0
14.255462066394916,7.482168819623032,1
10.074621325961118,13.093469052732663,0
15.406355102663124,5.601563788664151,1
14.869197717851986,7.02889354172811,1
7.353354562644109,15.499665702566478,0
8.06557816784292,14.41468065454266,0
7.729674011635414,13.294025875607767,0
13.88751836688278,9.148107953537046,1
14.459812131789068,7.123861428106583,1
15.71411070026138,7.735375845959096,1
15.6276835369824,7.061151244566817,1
10.03738981336241,15.2532444408597,0
14.620171360940798,8.399241612078432,1
15.837490968059685,3.497663230108305,1
9.515372339034329,15.072253836537664,0
5.649865372064503,15.547498314476536,0
7.842489344905667,13.157064426566684,0
6.954984434466825,15.04196468138649,0
14.673860887584652,7.008877051335624,1
7.607197534938512,14.72847455872262,0
14.863998953600596,6.066710165116745,1
16.22075171498929,7.210289209571611,1
16.500479427604994,5.775144835054183,1
7.581767846779721,13.20169207438379,0
15.934295836345656,6.926959520539883,1
13.292612410353344,7.432061379361593,1
12.430829758630129,5.437677323857891,1
13.479507464473045,6.915916056570356,1
9.609347465284566,14.50026418135147,0
13.10336361323256,9.07892270232197,1
7.802661730045358,14.952473574331096,0
14.877580549149528,6.799937189632001,1
6.563412119502164,13.730103800110312,0
6.648338664294426,13.621091552281,0
7.449148253300958,12.611872483054883,0
8.73585031005673,13.402266449572627,0
8.570322227467152,14.383045553250254,0
14.439337139847876,7.14922610766072,1
12.739195448045232,7.885667271313888,1
7.791393797362302,14.430023979594694,0
14.975841187811886,5.62258282718268,1
9.011095755971198,13.165082769455786,0
7.398280325650324,14.423668497978296,0
7.595258858833056,13.655477307639282,0
14.616313477516083,7.63615762924131,1
13.4688309326553,8.23753983987014,1
7.879703140221004,13.552187391698745,0
9.2321747063013,15.165411119500572,0
15.136000720096543,9.225324659010411,1
14.661999555906572,7.390267730374737,1
6.934701145572295,13.455410423914016,0
14.350395566800506,7.395636159757888,1
7.964144947801206,13.509104751214007,0
13.50060016962977,10.132028161745602,1
15.231860317285168,7.19497303237458,1
15.73947204587108,7.388955855018324,1
13.891356083393134,9.270007308580876,1
7.545488584831826,13.232365711071344,0
8.477856271471076,12.549273748233096,0
6.674772711053061,14.292990564791529,0
13.342610987738189,8.236953107940217,1
7.799862845814566,13.924951029278922,0
14.450269357933314,6.460912400003828,1
17.13019188337842,6.1461443022332505,1
14.597892647631747,9.098130446703344,1
15.430131963435498,9.385415130460352,1
14.766329443603254,5.372339090038887,1
14.839621486083768,7.56411120075051,1
5.1882769185884,13.982469477659263,0
16.440790584989273,7.993435774476923,1
6.2057313792739155,14.593253026490146,0
7.583644346124392,12.980745086604408,0
14.078637394653832,7.38897434201759,1
7.204064720707558,12.925209733748408,0
14.018745277384696,7.24171522590741,1
7.75971335511975,14.029397009136478,0
15.477746812564408,7.445352146446831,1
7.167514175613781,14.875336835153478,0
7.56065283908245,12.642721770801575,0
8.49363291142542,12.658637902609184,0
5.630006259667891,14.096561697965557,0
13.452353051917804,6.8222253798211545,1
9.449695941665212,12.298116474645564,0
14.343265977203384,6.154788586343374,1
15.489181158774672,6.298209552867611,1
14.881197692286062,8.233954959149866,1
6.9576504648559165,14.467046719852146,0
6.006461523893551,12.429738192497192,0
14.853120037348006,5.37075645348861,1
7.1124792833788355,14.925049192790244,0
7.192045398772361,15.18017126934355,0
15.422666290324203,5.081499095559633,1
14.906439362188555,6.39867133794456,1
14.738619623358607,8.251746134019154,1
8.091903002096506,12.84121983444006,0
13.814098422014832,9.6760926503539,1
11.403614864698216,6.908015844119357,1
6.163200408140016,12.57883817930152,0
8.309145942501207,13.641966020286176,0
7.9031443244294035,11.898637941763042,0
8.376962272941743,14.219928065626288,0
6.307931121344597,14.619141946819736,0
6.927433113825307,14.665358180501482,0
14.855751817612276,8.64357242755425,1
6.483136166330318,13.295014953665495,0
7.607295436164899,15.176660116837793,0
7.173214177061702,17.278489128105868,0
5.5774891863940095,13.295036100653796,0
14.771152589753973,7.844089632619163,1
12.60833065919364,6.855162131787032,1
6.483741349080084,13.643231277176866,0
15.513034288592475,7.035504746909491,1
14.63555578931942,5.583132056909681,1
14.346890873879325,8.13007428588676,1
7.57668186161052,13.441097192080184,0
15.351600345790162,6.601713956763944,1
15.398768123094726,8.140235023492806,1
8.241603194265258,12.985697060498785,0
8.387554703095164,14.74673044671848,0
15.49303079807229,7.50628565772398,1
15.386050790888737,5.088900020072185,1
8.886598879533201,14.026565801421828,0
5.81252128836428,14.689849212227008,0
7.020272593188661,12.25806819043978,0
6.710031294001057,13.429735667680688,0
6.583181482606086,12.307581676681114,0
8.537587141012065,14.234296535084344,0
14.052551505206235,8.226162736423618,1
11.640591978379812,9.72230077104962,1
5.896979118269133,14.250519611241272,0
8.519993924789674,13.822359892242211,0
14.415632863234473,6.4454924140117225,1
7.227196111542236,14.44282121401242,0
7.160740340365277,11.251980730515625,0
13.873124739000698,5.385461931851734,1
5.672573102308988,15.654535249131753,0
13.307187821669109,9.07589421604908,1
8.399188716921671,12.907687739185173,0
13.889203594416667,7.448133924065623,1
7.863891455664856,15.784713588537786,0
8.114018194036657,15.853572823801416,0
17.523977538514032,6.90402712750043,1
14.58357414157308,7.545618676608478,1
16.08768959603813,5.9928468787560485,1
6.9380358517955045,15.282832799661024,0
8.698353748004578,13.322015884770543,0
9.46476363314879,13.71544288073067,0
15.323599572506746,7.51041995596151,1
8.440040713398906,12.923021182444636,0
15.411146148069154,8.56815272009965,1
6.950723811172157,14.761706047015322,0
14.236937197079946,8.975995514288003,1
14.965773440862549,5.441071392956361,1
7.986320122077999,13.337816664833554,0
4.5248289767945025,13.058011821633752,0
7.474605707261729,12.745033013451245,0
13.98597593205736,7.452133021163217,1
6.83754310751703,14.147393235850162,0
14.594717193318283,8.297131942360558,1
15.505885313079984,5.6183075584800575,1
7.40439023105085,15.218525605668752,0
7.241055676518519,13.422685006607724,0
13.874590855126522,6.335973337938551,1
14.317212407562304,5.645338593450727,1
14.656593986523635,6.944219579408728,1
14.54129742215702,8.313924681846485,1
14.68548301002994,7.117207276002645,1
9.38585775555612,14.935207803181816,0
7.222647034556228,14.871086721108831,0
9.394022556321673,12.528907529606103,0
16.858626150162515,8.325047719398041,1
14.228653723331682,6.5274406447457824,1
15.5828390266091,7.48371875808269,1
14.104458716370369,4.705720806806095,1
15.26106966079105,6.102277108156573,1
6.539777490828008,13.876602398438044,0
6.920868003554102,13.23029104910987,0
9.4451410316328,12.358164378340454,0
6.504137902267532,14.30671078198862,0
15.96650995577768,8.397606050613188,1
6.061238180304072,14.802150458558918,0
12.902262155728607,4.334602535996634,1
5.667558417802434,13.433205240758822,0
15.375207522303183,5.709071008132344,1
13.954464048488743,7.660269021568123,1
5.906522528522479,16.21203664722355,0
13.086261065363017,8.366161828794954,1
9.352184747574276,14.153095689349756,0
6.41270477132922,14.60458913400613,0
15.35675892004793,7.81457697471381,1
8.147319234351295,13.77165494527765,0
15.3761004035046,5.745818605702645,1
6.312991995689709,14.568810297314249,0
6.874162076143218,12.74322990193158,0
8.646853732040436,14.50962324052212,0
14.908575797105694,8.610138199909345,1
14.706748730974535,8.28619950610587,1
7.415587460219443,15.160456912799807,0
6.924484137999929,15.321026844559162,0
16.443956798348683,8.026004432631538,1
14.592412651600116,7.790970520787882,1
14.73424106460741,4.575328862502203,1
13.414399455671246,7.823197420699956,1
6.57489138909623,11.8484276074009,0
7.297259522948039,14.49914715637577,0
7.888318494631527,15.184940280745154,0
8.265253516449427,15.656643997237142,0
7.627023191248748,14.80884293762358,0
6.826423210530631,12.576832657091703,0
8.250140616274791,16.739117557563603,0
8.466236919554001,14.76984073850666,0
13.969172619502196,7.425823934018156,1
8.534329481074042,15.641051558764264,0
13.46089396398213,6.703609903944303,1
10.26839265695546,11.773567897088226,0
14.555679982477724,4.980016563721543,1
15.519046928886796,6.876309787810433,1
5.245852071716223,13.592469947348754,0
6.401173486321797,12.319521686595971,0
15.817997420618012,6.583372023730385,1
7.506404647200738,15.758527020787104,0
7.763754298472206,15.582857433337235,0
17.727910600127935,7.044231804758118,1
14.42754216323524,6.015212990494588,1
7.497094816609069,14.070662840716016,0
6.07089216174832,11.567207514886205,0
15.565917289006116,3.5549185391846416,1
6.246106991755502,13.785879714497993,0
7.635157135001529,14.631612729068822,0
7.512904431974712,16.026010902928665,0
14.790148239405587,6.457883034590428,1
15.821065714400005,6.716383070870121,1
13.906057472637764,5.285176367722865,1
13.918237663486645,7.356908004911776,1
14.947114517404753,8.152398864675348,1
6.915793291532902,13.791495356201745,0
7.496938524918203,13.732781568148146,0
13.43490991612562,6.051812605815778,1
14.598256971363964,7.254227362984556,1
6.378485811053551,13.942855700924165,0
8.096787111723799,15.05319236120247,0
7.741438690952956,11.662681979542594,0
7.9009095478798415,16.265691135257384,0
8.635604493139093,14.79595562976528,0
6.632437925835288,14.829803426919934,0
17.574781211768293,7.128235102311005,1
5.716575988506337,13.150473078124673,0
16.553284912098068,5.956816065958739,1
14.203544181571472,6.904834935475451,1
6.854200999814617,13.323304239424708,0
7.36236594500178,12.771995341295074,0
8.22780241699936,14.92329538025509,0
14.609213951038369,8.380444507051969,1
16.638448169583192,8.190413761962489,1
7.567938399861806,12.720992394683156,0
9.754225458399889,14.22377950359653,0
7.924477103557347,15.859930007957486,0
15.420120249778495,6.854158647405472,1
5.0450529347338255,12.804582555097438,0
14.105275810547177,8.717231056481973,1
13.828208073756976,9.134298203433712,1
15.311627373745347,8.270106554606278,1
14.776952014622548,7.153531797694985,1
12.771923827999418,7.700381625555499,1
10.118565896808455,13.04432818577214,0
13.892110204518383,6.306597140948426,1
17.398556584571203,6.537763411413141,1
14.019132696107654,8.664386612163428,1
8.318975167000584,13.53282156193532,0
14.600574911968902,6.321059958580214,1
13.453569507647,5.648862503281807,1
8.760911761166755,11.903798744490588,0
6.770035949044685,13.66425362844639,0
6.216037920475924,14.582597044960542,0
12.608921280570318,8.80863006729347,1
7.574564878935273,13.551909811964212,0
14.56291282031651,7.367684576304908,1
12.809248631118416,6.142880000083238,1
15.098201378905966,7.489219660570015,1
9.318551269670838,14.660978180619914,0
7.951680915674419,13.975052430485412,0
13.794666407576791,5.28301612830446,1
7.608013695205848,13.086674387571763,0
6.9627489929108695,14.171174820941632,0
7.822831336143272,15.006906027041552,0
9.848472536446916,14.056602390564398,0
15.29219902174142,6.5284324854374045,1
